Topic,Content block,Scene,Scene name,Current copy,Proposed copy,Notes,Source file,Field ID
"Path · Change the world","Stat beat 1 · sublabel","8","Stat Beats","among U.S. universities","","","src/lib/sprint3-content.ts (change-world)","8-stat-beat-1-sublabel-interest-change-world"
"Path · Change the world","Stat beat 2 · label","8","Stat Beats","for free speech","","","src/lib/sprint3-content.ts (change-world)","8-stat-beat-2-label-interest-change-world"
"Path · Change the world","Stat beat 2 · stat","8","Stat Beats","Top 25","","","src/lib/sprint3-content.ts (change-world)","8-stat-beat-2-stat-interest-change-world"
"Path · Change the world","Stat beat 2 · sublabel","8","Stat Beats","FIRE Foundation ranking","","","src/lib/sprint3-content.ts (change-world)","8-stat-beat-2-sublabel-interest-change-world"
"Path · Change the world","Stat beat 3 · label","8","Stat Beats","global education programs","","","src/lib/sprint3-content.ts (change-world)","8-stat-beat-3-label-interest-change-world"
"Path · Change the world","Stat beat 3 · stat","8","Stat Beats","300+","","","src/lib/sprint3-content.ts (change-world)","8-stat-beat-3-stat-interest-change-world"
"Path · Change the world","Stat beat 3 · sublabel","8","Stat Beats","65+ countries","","","src/lib/sprint3-content.ts (change-world)","8-stat-beat-3-sublabel-interest-change-world"
"Path · Change the world","Experience 1 · description","9","Real Experiences","Nationally recognized thinkers, journalists, and leaders — Mark Cuban, Jane Goodall, Condoleezza Rice — on campus, for you.","","","src/lib/sprint3-content.ts (change-world)","9-experience-1-description-interest-change-world"
"Path · Change the world","Experience 1 · headline","9","Real Experiences","Join the conversation.","","","src/lib/sprint3-content.ts (change-world)","9-experience-1-headline-interest-change-world"
"Path · Change the world","Experience 1 · imageAlt","9","Real Experiences","Civic dialogue and public forum","","","src/lib/sprint3-content.ts (change-world)","9-experience-1-imagealt-interest-change-world"
"Path · Change the world","Experience 1 · imageSrc","9","Real Experiences","https://images.unsplash.com/photo-1529107386315-e1a2ed48a620?auto=format&fit=crop&w=1600&q=80","","","src/lib/sprint3-content.ts (change-world)","9-experience-1-imagesrc-interest-change-world"
"Path · Change the world","Experience 1 · program","9","Real Experiences","Dialogues for Democracy","","","src/lib/sprint3-content.ts (change-world)","9-experience-1-program-interest-change-world"
"Path · Change the world","Experience 2 · description","9","Real Experiences","Social work, public policy, community solutions — professors conducting research that improves society right now.","","","src/lib/sprint3-content.ts (change-world)","9-experience-2-description-interest-change-world"
"Path · Change the world","Experience 2 · headline","9","Real Experiences","Policy that moves the needle.","","","src/lib/sprint3-content.ts (change-world)","9-experience-2-headline-interest-change-world"
"Path · Change the world","Experience 2 · imageAlt","9","Real Experiences","Community organizing and public service","","","src/lib/sprint3-content.ts (change-world)","9-experience-2-imagealt-interest-change-world"
"Path · Change the world","Experience 2 · imageSrc","9","Real Experiences","https://images.unsplash.com/photo-1469571486292-0ba58a3f068b?auto=format&fit=crop&w=1600&q=80","","","src/lib/sprint3-content.ts (change-world)","9-experience-2-imagesrc-interest-change-world"
"Path · Change the world","Experience 2 · program","9","Real Experiences","Watts College of Public Service","","","src/lib/sprint3-content.ts (change-world)","9-experience-2-program-interest-change-world"
"Path · Change the world","Experience 3 · description","9","Real Experiences","4,300+ students participate in global education each year — from Antarctica wildlife research to Spain, Japan, and beyond.","","","src/lib/sprint3-content.ts (change-world)","9-experience-3-description-interest-change-world"
"Path · Change the world","Experience 3 · headline","9","Real Experiences","Go to class in unexpected places.","","","src/lib/sprint3-content.ts (change-world)","9-experience-3-headline-interest-change-world"
"Path · Change the world","Experience 3 · imageAlt","9","Real Experiences","Students on a global education trip","","","src/lib/sprint3-content.ts (change-world)","9-experience-3-imagealt-interest-change-world"
"Path · Change the world","Experience 3 · imageSrc","9","Real Experiences","https://images.unsplash.com/photo-1488523789244-0d3859664576?auto=format&fit=crop&w=1600&q=80","","","src/lib/sprint3-content.ts (change-world)","9-experience-3-imagesrc-interest-change-world"
"Path · Change the world","Experience 3 · program","9","Real Experiences","Study Abroad · Antarctica","","","src/lib/sprint3-content.ts (change-world)","9-experience-3-program-interest-change-world"
"Path · Change the world","Belonging · chapter","10","You Belong","03.","","","src/lib/sprint3-content.ts (change-world)","10-belonging-chapter-interest-change-world"
"Path · Change the world","Belonging · emphasis","10","You Belong","They reshape.","","","src/lib/sprint3-content.ts (change-world)","10-belonging-emphasis-interest-change-world"
"Path · Change the world","Belonging · headline","10","You Belong","don't adapt.","","","src/lib/sprint3-content.ts (change-world)","10-belonging-headline-interest-change-world"
"Path · Change the world","Belonging · imageAlt","10","You Belong","Sustainable landscape at sunrise","","","src/lib/sprint3-content.ts (change-world)","10-belonging-imagealt-interest-change-world"
"Path · Change the world","Belonging · imageSrc","10","You Belong","https://images.unsplash.com/photo-1473341304170-971dccb5acae?auto=format&fit=crop&w=2400&q=80","","","src/lib/sprint3-content.ts (change-world)","10-belonging-imagesrc-interest-change-world"
"Path · Change the world","Belonging · preline","10","You Belong","World-changers like you —","","","src/lib/sprint3-content.ts (change-world)","10-belonging-preline-interest-change-world"
"Path · Change the world","Belonging · subline","10","You Belong","A charter-driven university measured by who it includes — and how they succeed.","","","src/lib/sprint3-content.ts (change-world)","10-belonging-subline-interest-change-world"
"Path · Change the world","Snapshot theme headline · emphasis","16","Future Snapshot","change things.","","","src/lib/snapshot.ts","16-snapshot-theme-headline-emphasis-interest-change-world"
"Path · Change the world","Snapshot theme headline · headline","16","Future Snapshot","Ready to","","","src/lib/snapshot.ts","16-snapshot-theme-headline-headline-interest-change-world"
"Path · Start a business","Mirror · emphasis","4","Personalized Mirror","build something.","","","src/lib/personalization.ts","4-mirror-emphasis-interest-business"
"Path · Start a business","Mirror · headline","4","Personalized Mirror","the pull to","","","src/lib/personalization.ts","4-mirror-headline-interest-business"
"Path · Start a business","Mirror · imageAlt","4","Personalized Mirror","Entrepreneur presenting a business idea","","","src/lib/personalization.ts","4-mirror-imagealt-interest-business"
"Path · Start a business","Mirror · imageSrc","4","Personalized Mirror","https://images.unsplash.com/photo-1559136555-9303baea8ebd?auto=format&fit=crop&w=2400&q=80","","","src/lib/personalization.ts","4-mirror-imagesrc-interest-business"
"Path · Start a business","Mirror · preline","4","Personalized Mirror","You feel it —","","","src/lib/personalization.ts","4-mirror-preline-interest-business"
"Path · Start a business","Mirror · subline","4","Personalized Mirror","Entrepreneurship isn't a club here — it's a culture.","","","src/lib/personalization.ts","4-mirror-subline-interest-business"
"Path · Start a business","Path 1 · description","5","Path Reveal","Top-ranked business school with programs in finance, marketing, and supply chain.","","","src/lib/personalization.ts","5-path-1-description-interest-business"
"Path · Start a business","Path 1 · imageAlt","5","Path Reveal","Business strategy meeting","","","src/lib/personalization.ts","5-path-1-imagealt-interest-business"
"Path · Start a business","Path 1 · imageSrc","5","Path Reveal","https://images.unsplash.com/photo-1454165804606-c3d57bc86b40?auto=format&fit=crop&w=1600&q=80","","","src/lib/personalization.ts","5-path-1-imagesrc-interest-business"
"Path · Start a business","Path 1 · title","5","Path Reveal","W. P. Carey edge","","","src/lib/personalization.ts","5-path-1-title-interest-business"
"Path · Start a business","Path 2 · description","5","Path Reveal","ASU Venture Devils, incubator space, and mentor networks that de-risk your first launch.","","","src/lib/personalization.ts","5-path-2-description-interest-business"
"Path · Start a business","Path 2 · imageAlt","5","Path Reveal","Startup team brainstorming","","","src/lib/personalization.ts","5-path-2-imagealt-interest-business"
"Path · Start a business","Path 2 · imageSrc","5","Path Reveal","https://images.unsplash.com/photo-1556761175-b413da4baf72?auto=format&fit=crop&w=1600&q=80","","","src/lib/personalization.ts","5-path-2-imagesrc-interest-business"
"Path · Start a business","Path 2 · title","5","Path Reveal","Startup ecosystem","","","src/lib/personalization.ts","5-path-2-title-interest-business"
"Path · Start a business","Path 3 · description","5","Path Reveal","Student-run businesses generating actual income before graduation — not just case studies.","","","src/lib/personalization.ts","5-path-3-description-interest-business"
"Path · Start a business","Path 3 · imageAlt","5","Path Reveal","Mobile payment and commerce","","","src/lib/personalization.ts","5-path-3-imagealt-interest-business"
"Path · Start a business","Path 3 · imageSrc","5","Path Reveal","https://images.unsplash.com/photo-1556742049-0cfed4f6a45d?auto=format&fit=crop&w=1600&q=80","","","src/lib/personalization.ts","5-path-3-imagesrc-interest-business"
"Path · Start a business","Path 3 · title","5","Path Reveal","Real revenue, real early","","","src/lib/personalization.ts","5-path-3-title-interest-business"
"Path · Start a business","Momentum · headline","6","Momentum","Your ambition","","","src/lib/personalization.ts","6-momentum-headline-interest-business"
"Path · Start a business","Momentum · imageAlt","6","Momentum","Modern business district skyline","","","src/lib/personalization.ts","6-momentum-imagealt-interest-business"
"Path · Start a business","Momentum · imageSrc","6","Momentum","https://images.unsplash.com/photo-1497366811353-6870744d04b2?auto=format&fit=crop&w=2400&q=80","","","src/lib/personalization.ts","6-momentum-imagesrc-interest-business"
"Path · Start a business","Momentum · stat","6","Momentum","Top 25","","","src/lib/personalization.ts","6-momentum-stat-interest-business"
"Path · Start a business","Momentum · statLabel","6","Momentum","undergraduate business program","","","src/lib/personalization.ts","6-momentum-statlabel-interest-business"
"Path · Start a business","Momentum · subline","6","Momentum","needs room to move fast.","","","src/lib/personalization.ts","6-momentum-subline-interest-business"
"Path · Start a business","Student voice · context","7","Student Voice","Co-founder, BreatheEV · Flinn Scholar · ASU alum","","","src/lib/sprint3-content.ts (business)","7-student-voice-context-interest-business"
"Path · Start a business","Student voice · imageAlt","7","Student Voice","Entrepreneur presenting a startup idea","","","src/lib/sprint3-content.ts (business)","7-student-voice-imagealt-interest-business"
"Path · Start a business","Student voice · imageSrc","7","Student Voice","https://images.unsplash.com/photo-1556761175-b413da4baf72?auto=format&fit=crop&w=2400&q=80","","","src/lib/sprint3-content.ts (business)","7-student-voice-imagesrc-interest-business"
"Path · Start a business","Student voice · name","7","Student Voice","Max B.","","","src/lib/sprint3-content.ts (business)","7-student-voice-name-interest-business"
"Path · Start a business","Student voice · quote","7","Student Voice","I'm driven by wanting to make the world better, and the fastest way to do that is through startups.","","","src/lib/sprint3-content.ts (business)","7-student-voice-quote-interest-business"
"Path · Start a business","Stat beat 1 · label","8","Stat Beats","undergraduate business","","","src/lib/sprint3-content.ts (business)","8-stat-beat-1-label-interest-business"
"Path · Start a business","Stat beat 1 · stat","8","Stat Beats","Top 25","","","src/lib/sprint3-content.ts (business)","8-stat-beat-1-stat-interest-business"
"Path · Start a business","Stat beat 1 · sublabel","8","Stat Beats","W. P. Carey School of Business","","","src/lib/sprint3-content.ts (business)","8-stat-beat-1-sublabel-interest-business"
"Path · Start a business","Stat beat 2 · label","8","Stat Beats","jobs at ASU-linked startups","","","src/lib/sprint3-content.ts (business)","8-stat-beat-2-label-interest-business"
"Path · Start a business","Stat beat 2 · stat","8","Stat Beats","620+","","","src/lib/sprint3-content.ts (business)","8-stat-beat-2-stat-interest-business"
"Path · Start a business","Stat beat 2 · sublabel","8","Stat Beats","Venture Devils ecosystem","","","src/lib/sprint3-content.ts (business)","8-stat-beat-2-sublabel-interest-business"
"Path · Start a business","Stat beat 3 · label","8","Stat Beats","Fortune 500 recruiters","","","src/lib/sprint3-content.ts (business)","8-stat-beat-3-label-interest-business"
"Path · Start a business","Stat beat 3 · stat","8","Stat Beats","130+","","","src/lib/sprint3-content.ts (business)","8-stat-beat-3-stat-interest-business"
"Path · Start a business","Stat beat 3 · sublabel","8","Stat Beats","on campus hiring ASU grads","","","src/lib/sprint3-content.ts (business)","8-stat-beat-3-sublabel-interest-business"
"Path · Start a business","Experience 1 · description","9","Real Experiences","1,000+ students supported through ASU's startup incubator — from pitch competitions to funded ventures in 11 states.","","","src/lib/sprint3-content.ts (business)","9-experience-1-description-interest-business"
"Path · Start a business","Experience 1 · headline","9","Real Experiences","Pitch. Launch. Repeat.","","","src/lib/sprint3-content.ts (business)","9-experience-1-headline-interest-business"
"Path · Start a business","Experience 1 · imageAlt","9","Real Experiences","Startup pitch event","","","src/lib/sprint3-content.ts (business)","9-experience-1-imagealt-interest-business"
"Path · Start a business","Experience 1 · imageSrc","9","Real Experiences","https://images.unsplash.com/photo-1559136555-9303baea8ebd?auto=format&fit=crop&w=1600&q=80","","","src/lib/sprint3-content.ts (business)","9-experience-1-imagesrc-interest-business"
"Path · Start a business","Experience 1 · program","9","Real Experiences","Venture Devils","","","src/lib/sprint3-content.ts (business)","9-experience-1-program-interest-business"
"Path · Start a business","Experience 2 · description","9","Real Experiences","Finance, marketing, supply chain, entrepreneurship — a top-ranked school where theory meets real markets.","","","src/lib/sprint3-content.ts (business)","9-experience-2-description-interest-business"
"Path · Start a business","Experience 2 · headline","9","Real Experiences","Business with depth.","","","src/lib/sprint3-content.ts (business)","9-experience-2-headline-interest-business"
"Path · Start a business","Experience 2 · imageAlt","9","Real Experiences","Business strategy and leadership","","","src/lib/sprint3-content.ts (business)","9-experience-2-imagealt-interest-business"
"Path · Start a business","Experience 2 · imageSrc","9","Real Experiences","https://images.unsplash.com/photo-1454165804606-c3d57bc86b40?auto=format&fit=crop&w=1600&q=80","","","src/lib/sprint3-content.ts (business)","9-experience-2-imagesrc-interest-business"
"Path · Start a business","Experience 2 · program","9","Real Experiences","W. P. Carey School","","","src/lib/sprint3-content.ts (business)","9-experience-2-program-interest-business"
"Path · Start a business","Experience 3 · description","9","Real Experiences","Ranked among the world's best for global management — prepare for careers that don't stop at borders.","","","src/lib/sprint3-content.ts (business)","9-experience-3-description-interest-business"
"Path · Start a business","Experience 3 · headline","9","Real Experiences","Global from day one.","","","src/lib/sprint3-content.ts (business)","9-experience-3-headline-interest-business"
"Path · Start a business","Experience 3 · imageAlt","9","Real Experiences","Global business skyline","","","src/lib/sprint3-content.ts (business)","9-experience-3-imagealt-interest-business"
"Path · Start a business","Experience 3 · imageSrc","9","Real Experiences","https://images.unsplash.com/photo-1497366811353-6870744d04b2?auto=format&fit=crop&w=1600&q=80","","","src/lib/sprint3-content.ts (business)","9-experience-3-imagesrc-interest-business"
"Path · Start a business","Experience 3 · program","9","Real Experiences","Thunderbird School","","","src/lib/sprint3-content.ts (business)","9-experience-3-program-interest-business"
"Path · Start a business","Belonging · chapter","10","You Belong","03.","","","src/lib/sprint3-content.ts (business)","10-belonging-chapter-interest-business"
"Path · Start a business","Belonging · emphasis","10","You Belong","moves fast.","","","src/lib/sprint3-content.ts (business)","10-belonging-emphasis-interest-business"
"Path · Start a business","Belonging · headline","10","You Belong","need a place that","","","src/lib/sprint3-content.ts (business)","10-belonging-headline-interest-business"
"Path · Start a business","Belonging · imageAlt","10","You Belong","Modern entrepreneurial workspace","","","src/lib/sprint3-content.ts (business)","10-belonging-imagealt-interest-business"
"Path · Start a business","Belonging · imageSrc","10","You Belong","https://images.unsplash.com/photo-1497366216548-37526070297c?auto=format&fit=crop&w=2400&q=80","","","src/lib/sprint3-content.ts (business)","10-belonging-imagesrc-interest-business"
"Path · Start a business","Belonging · preline","10","You Belong","Founders like you —","","","src/lib/sprint3-content.ts (business)","10-belonging-preline-interest-business"
"Path · Start a business","Belonging · subline","10","You Belong","600,000+ alumni. The largest network in metro Phoenix.","","","src/lib/sprint3-content.ts (business)","10-belonging-subline-interest-business"
"Path · Start a business","Snapshot theme headline · emphasis","16","Future Snapshot","ambition.","","","src/lib/snapshot.ts","16-snapshot-theme-headline-emphasis-interest-business"
"Path · Start a business","Snapshot theme headline · headline","16","Future Snapshot","Fueled by","","","src/lib/snapshot.ts","16-snapshot-theme-headline-headline-interest-business"
"Path · Discover","Mirror · emphasis","4","Personalized Mirror","discover.","","","src/lib/personalization.ts","4-mirror-emphasis-interest-discover"
"Path · Discover","Mirror · headline","4","Personalized Mirror","the pull to","","","src/lib/personalization.ts","4-mirror-headline-interest-discover"
"Path · Discover","Mirror · imageAlt","4","Personalized Mirror","Scientist examining samples in a lab","","","src/lib/personalization.ts","4-mirror-imagealt-interest-discover"
"Path · Discover","Mirror · imageSrc","4","Personalized Mirror","https://images.unsplash.com/photo-1532094349883-543bc11b234d?auto=format&fit=crop&w=2400&q=80","","","src/lib/personalization.ts","4-mirror-imagesrc-interest-discover"
"Path · Discover","Mirror · preline","4","Personalized Mirror","You feel it —","","","src/lib/personalization.ts","4-mirror-preline-interest-discover"
"Path · Discover","Mirror · subline","4","Personalized Mirror","Questions drive you. Answers are just the beginning.","","","src/lib/personalization.ts","4-mirror-subline-interest-discover"
"Path · Discover","Path 1 · description","5","Path Reveal","Undergrads in labs alongside faculty — not waiting until grad school to do real science.","","","src/lib/personalization.ts","5-path-1-description-interest-discover"
"Path · Discover","Path 1 · imageAlt","5","Path Reveal","Laboratory research equipment","","","src/lib/personalization.ts","5-path-1-imagealt-interest-discover"
"Path · Discover","Path 1 · imageSrc","5","Path Reveal","https://images.unsplash.com/photo-1576086213369-97a306d36557?auto=format&fit=crop&w=1600&q=80","","","src/lib/personalization.ts","5-path-1-imagesrc-interest-discover"
"Path · Discover","Path 1 · title","5","Path Reveal","Research from day one","","","src/lib/personalization.ts","5-path-1-title-interest-discover"
"Path · Discover","Path 2 · description","5","Path Reveal","ASU built instruments for NASA missions. You could work on the next one.","","","src/lib/personalization.ts","5-path-2-description-interest-discover"
"Path · Discover","Path 2 · imageAlt","5","Path Reveal","Space and astronomy research","","","src/lib/personalization.ts","5-path-2-imagealt-interest-discover"
"Path · Discover","Path 2 · imageSrc","5","Path Reveal","https://images.unsplash.com/photo-1446776653960-20c1d3a81b27?auto=format&fit=crop&w=1600&q=80","","","src/lib/personalization.ts","5-path-2-imagesrc-interest-discover"
"Path · Discover","Path 2 · title","5","Path Reveal","Space & beyond","","","src/lib/personalization.ts","5-path-2-title-interest-discover"
"Path · Discover","Path 3 · description","5","Path Reveal","The Biodesign Institute tackles cancer, infectious disease, and personalized medicine.","","","src/lib/personalization.ts","5-path-3-description-interest-discover"
"Path · Discover","Path 3 · imageAlt","5","Path Reveal","Biomedical research facility","","","src/lib/personalization.ts","5-path-3-imagealt-interest-discover"
"Path · Discover","Path 3 · imageSrc","5","Path Reveal","https://images.unsplash.com/photo-1579154204601-01588f351e67?auto=format&fit=crop&w=1600&q=80","","","src/lib/personalization.ts","5-path-3-imagesrc-interest-discover"
"Path · Discover","Path 3 · title","5","Path Reveal","Biodesign breakthroughs","","","src/lib/personalization.ts","5-path-3-title-interest-discover"
"Path · Discover","Momentum · headline","6","Momentum","Curiosity","","","src/lib/personalization.ts","6-momentum-headline-interest-discover"
"Path · Discover","Momentum · imageAlt","6","Momentum","Microscope and scientific discovery","","","src/lib/personalization.ts","6-momentum-imagealt-interest-discover"
"Path · Discover","Momentum · imageSrc","6","Momentum","https://images.unsplash.com/photo-1507413245164-6160d829bb77?auto=format&fit=crop&w=2400&q=80","","","src/lib/personalization.ts","6-momentum-imagesrc-interest-discover"
"Path · Discover","Momentum · stat","6","Momentum","$700M+","","","src/lib/personalization.ts","6-momentum-stat-interest-discover"
"Path · Discover","Momentum · statLabel","6","Momentum","in annual research expenditures","","","src/lib/personalization.ts","6-momentum-statlabel-interest-discover"
"Path · Discover","Momentum · subline","6","Momentum","is the most powerful major.","","","src/lib/personalization.ts","6-momentum-subline-interest-discover"
"Path · Discover","Student voice · context","7","Student Voice","ASU student · undergraduate research","","","src/lib/sprint3-content.ts (discover)","7-student-voice-context-interest-discover"
"Path · Discover","Student voice · imageAlt","7","Student Voice","Student scientist in a research lab","","","src/lib/sprint3-content.ts (discover)","7-student-voice-imagealt-interest-discover"
"Path · Discover","Student voice · imageSrc","7","Student Voice","https://images.unsplash.com/photo-1532094349883-543bc11b234d?auto=format&fit=crop&w=2400&q=80","","","src/lib/sprint3-content.ts (discover)","7-student-voice-imagesrc-interest-discover"
"Path · Discover","Student voice · name","7","Student Voice","Michelle V.","","","src/lib/sprint3-content.ts (discover)","7-student-voice-name-interest-discover"
"Path · Discover","Student voice · quote","7","Student Voice","I felt like a true scientist when I was in there.","","","src/lib/sprint3-content.ts (discover)","7-student-voice-quote-interest-discover"
"Path · Discover","Stat beat 1 · label","8","Stat Beats","annual research","","","src/lib/sprint3-content.ts (discover)","8-stat-beat-1-label-interest-discover"
"Path · Discover","Stat beat 1 · stat","8","Stat Beats","$700M+","","","src/lib/sprint3-content.ts (discover)","8-stat-beat-1-stat-interest-discover"
"Path · Discover","Stat beat 1 · sublabel","8","Stat Beats","one of the largest research enterprises in the U.S.","","","src/lib/sprint3-content.ts (discover)","8-stat-beat-1-sublabel-interest-discover"
"Path · Discover","Stat beat 2 · label","8","Stat Beats","National Academies faculty","","","src/lib/sprint3-content.ts (discover)","8-stat-beat-2-label-interest-discover"
"Path · Discover","Stat beat 2 · stat","8","Stat Beats","400+","","","src/lib/sprint3-content.ts (discover)","8-stat-beat-2-stat-interest-discover"
"Path · Discover","Stat beat 2 · sublabel","8","Stat Beats","including Nobel laureates","","","src/lib/sprint3-content.ts (discover)","8-stat-beat-2-sublabel-interest-discover"
"Path · Discover","Stat beat 3 · label","8","Stat Beats","of Fulbright scholars","","","src/lib/sprint3-content.ts (discover)","8-stat-beat-3-label-interest-discover"
"Path · Discover","Stat beat 3 · stat","8","Stat Beats","Top producer","","","src/lib/sprint3-content.ts (discover)","8-stat-beat-3-stat-interest-discover"
"Path · Discover","Stat beat 3 · sublabel","8","Stat Beats","ahead of Stanford, USC, Johns Hopkins","","","src/lib/sprint3-content.ts (discover)","8-stat-beat-3-sublabel-interest-discover"
"Path · Discover","Experience 1 · description","9","Real Experiences","Regents Professor Hao Yan develops autonomous nanobots targeting disease — and undergrads work alongside him.","","","src/lib/sprint3-content.ts (discover)","9-experience-1-description-interest-discover"
"Path · Discover","Experience 1 · headline","9","Real Experiences","Cure cancer. Destroy tumors. Save lives.","","","src/lib/sprint3-content.ts (discover)","9-experience-1-headline-interest-discover"
"Path · Discover","Experience 1 · imageAlt","9","Real Experiences","Biomedical research laboratory","","","src/lib/sprint3-content.ts (discover)","9-experience-1-imagealt-interest-discover"
"Path · Discover","Experience 1 · imageSrc","9","Real Experiences","https://images.unsplash.com/photo-1579154204601-01588f351e67?auto=format&fit=crop&w=1600&q=80","","","src/lib/sprint3-content.ts (discover)","9-experience-1-imagesrc-interest-discover"
"Path · Discover","Experience 1 · program","9","Real Experiences","Biodesign Institute","","","src/lib/sprint3-content.ts (discover)","9-experience-1-program-interest-discover"
"Path · Discover","Experience 2 · description","9","Real Experiences","ASU built instruments for NASA missions. Laurie Leshin, former JPL director, leads Space Futures at ASU.","","","src/lib/sprint3-content.ts (discover)","9-experience-2-description-interest-discover"
"Path · Discover","Experience 2 · headline","9","Real Experiences","Build instruments for space.","","","src/lib/sprint3-content.ts (discover)","9-experience-2-headline-interest-discover"
"Path · Discover","Experience 2 · imageAlt","9","Real Experiences","Space and astronomy research","","","src/lib/sprint3-content.ts (discover)","9-experience-2-imagealt-interest-discover"
"Path · Discover","Experience 2 · imageSrc","9","Real Experiences","https://images.unsplash.com/photo-1446776653960-20c1d3a81b27?auto=format&fit=crop&w=1600&q=80","","","src/lib/sprint3-content.ts (discover)","9-experience-2-imagesrc-interest-discover"
"Path · Discover","Experience 2 · program","9","Real Experiences","NASA · Space Futures","","","src/lib/sprint3-content.ts (discover)","9-experience-2-program-interest-discover"
"Path · Discover","Experience 3 · description","9","Real Experiences","The Bermuda Institute of Ocean Sciences — scientific analysis of the ocean with hands-on student learning.","","","src/lib/sprint3-content.ts (discover)","9-experience-3-description-interest-discover"
"Path · Discover","Experience 3 · headline","9","Real Experiences","Study the ocean. Save the planet.","","","src/lib/sprint3-content.ts (discover)","9-experience-3-headline-interest-discover"
"Path · Discover","Experience 3 · imageAlt","9","Real Experiences","Ocean science research","","","src/lib/sprint3-content.ts (discover)","9-experience-3-imagealt-interest-discover"
"Path · Discover","Experience 3 · imageSrc","9","Real Experiences","https://images.unsplash.com/photo-1559827260-dc66d52bef19?auto=format&fit=crop&w=1600&q=80","","","src/lib/sprint3-content.ts (discover)","9-experience-3-imagesrc-interest-discover"
"Path · Discover","Experience 3 · program","9","Real Experiences","ASU BIOS · Bermuda","","","src/lib/sprint3-content.ts (discover)","9-experience-3-program-interest-discover"
"Path · Discover","Belonging · chapter","10","You Belong","03.","","","src/lib/sprint3-content.ts (discover)","10-belonging-chapter-interest-discover"
"Path · Discover","Belonging · emphasis","10","You Belong","lab.","","","src/lib/sprint3-content.ts (discover)","10-belonging-emphasis-interest-discover"
"Path · Discover","Belonging · headline","10","You Belong","belong in the","","","src/lib/sprint3-content.ts (discover)","10-belonging-headline-interest-discover"
"Path · Discover","Belonging · imageAlt","10","You Belong","Scientific discovery under a microscope","","","src/lib/sprint3-content.ts (discover)","10-belonging-imagealt-interest-discover"
"Path · Discover","Belonging · imageSrc","10","You Belong","https://images.unsplash.com/photo-1507413245164-6160d829bb77?auto=format&fit=crop&w=2400&q=80","","","src/lib/sprint3-content.ts (discover)","10-belonging-imagesrc-interest-discover"
"Path · Discover","Belonging · preline","10","You Belong","Curious minds like yours —","","","src/lib/sprint3-content.ts (discover)","10-belonging-preline-interest-discover"
"Path · Discover","Belonging · subline","10","You Belong","Questions are the most powerful major. Answers are just the beginning.","","","src/lib/sprint3-content.ts (discover)","10-belonging-subline-interest-discover"
"Path · Discover","Snapshot theme headline · emphasis","16","Future Snapshot","curiosity.","","","src/lib/snapshot.ts","16-snapshot-theme-headline-emphasis-interest-discover"
"Path · Discover","Snapshot theme headline · headline","16","Future Snapshot","Driven by","","","src/lib/snapshot.ts","16-snapshot-theme-headline-headline-interest-discover"
"Path · Design games","Mirror · emphasis","4","Personalized Mirror","play.","","","src/lib/personalization.ts","4-mirror-emphasis-interest-games"
"Path · Design games","Mirror · headline","4","Personalized Mirror","the pull to","","","src/lib/personalization.ts","4-mirror-headline-interest-games"
"Path · Design games","Mirror · imageAlt","4","Personalized Mirror","Gaming setup with immersive lighting","","","src/lib/personalization.ts","4-mirror-imagealt-interest-games"
"Path · Design games","Mirror · imageSrc","4","Personalized Mirror","https://images.unsplash.com/photo-1542751371-adc38448a05e?auto=format&fit=crop&w=2400&q=80","","","src/lib/personalization.ts","4-mirror-imagesrc-interest-games"
"Path · Design games","Mirror · preline","4","Personalized Mirror","You feel it —","","","src/lib/personalization.ts","4-mirror-preline-interest-games"
"Path · Design games","Mirror · subline","4","Personalized Mirror","Games are worlds. You want to be the one who builds them.","","","src/lib/personalization.ts","4-mirror-subline-interest-games"
"Path · Design games","Path 1 · description","5","Path Reveal","Narrative design, 3D modeling, and interactive media — learn the full pipeline.","","","src/lib/personalization.ts","5-path-1-description-interest-games"
"Path · Design games","Path 1 · imageAlt","5","Path Reveal","Video game development workspace","","","src/lib/personalization.ts","5-path-1-imagealt-interest-games"
"Path · Design games","Path 1 · imageSrc","5","Path Reveal","https://images.unsplash.com/photo-1511512578047-dfb367046420?auto=format&fit=crop&w=1600&q=80","","","src/lib/personalization.ts","5-path-1-imagesrc-interest-games"
"Path · Design games","Path 1 · title","5","Path Reveal","Game design programs","","","src/lib/personalization.ts","5-path-1-title-interest-games"
"Path · Design games","Path 2 · description","5","Path Reveal","Competitive gaming, streaming culture, and events that turn passion into profession.","","","src/lib/personalization.ts","5-path-2-description-interest-games"
"Path · Design games","Path 2 · imageAlt","5","Path Reveal","Esports gaming arena","","","src/lib/personalization.ts","5-path-2-imagealt-interest-games"
"Path · Design games","Path 2 · imageSrc","5","Path Reveal","https://images.unsplash.com/photo-1542751371-adc38448a05e?auto=format&fit=crop&w=1600&q=80","","","src/lib/personalization.ts","5-path-2-imagesrc-interest-games"
"Path · Design games","Path 2 · title","5","Path Reveal","Esports & community","","","src/lib/personalization.ts","5-path-2-title-interest-games"
"Path · Design games","Path 3 · description","5","Path Reveal","Student studios publishing to Steam and mobile — playable portfolios, not just demos.","","","src/lib/personalization.ts","5-path-3-description-interest-games"
"Path · Design games","Path 3 · imageAlt","5","Path Reveal","Game design on multiple screens","","","src/lib/personalization.ts","5-path-3-imagealt-interest-games"
